code,description,last_updated
G9678001003ONCOLOGY CARE MODEL (OCM) MONTHLY ENHANCED ONCOLOGY SERVICES (MEOS) PAYMENT FOR ONCOLOGY CARE MODEL SERVICE 00      9                                                                                                     C                          Z2  1      0201604012022070120220630N,,2025-11-19 23:10:51
G9678002004 OCM ENHANCED SERVICES.  G9678 PAYMENTS MAY ONLY BE MADE TO OCM PRACTITIONERS,,2025-11-19 23:10:51
G9678003004FOR OCM BENEFICIARIES FOR THE FURNISHMENT OF ENHANCED SERVICES AS DEFINED IN,,2025-11-19 23:10:51
G9678004004THE OCM PARTICIPATION AGREEMENT,,2025-11-19 23:10:51
G9679001003THIS CODE IS FOR ONSITE ACUTE CARE TREATMENT OF A NURSING FACILITY RESIDENT     ACUTE CARE PNEUMONIA        00      9                                                                                                     C                          Z2  1      02016100120161001        N,,2025-11-19 23:10:51
G9679002004WITH PNEUMONIA; MAY ONLY BE BILLED ONCE PER DAY PER BENEFICIARY,,2025-11-19 23:10:51
G9680001003THIS CODE IS FOR ONSITE ACUTE CARE TREATMENT OF A NURSING FACILITY RESIDENT     ACUTE CARE CONGESTIVE HEART 00      9                                                                                                     C                          Z2  1      02016100120161001        N,,2025-11-19 23:10:51
G9680002004WITH CHF; MAY ONLY BE BILLED ONCE PER DAY PER BENEFICIARY,,2025-11-19 23:10:51
G9681001003THIS CODE IS FOR ONSITE ACUTE CARE TREATMENT OF A RESIDENT WITH COPD OR ASTHMA; ACUTE CARE CHRONIC OBSTRUCT 00      9                                                                                                     C                          Z2  1      02016100120161001        N,,2025-11-19 23:10:51
G9681002004MAY ONLY BE BILLED ONCE PER DAY PER BENEFICIARY,,2025-11-19 23:10:51
G9682001003THIS CODE IS FOR THE ONSITE ACUTE CARE TREATMENT A NURSING FACILITY RESIDENT    ACUTE CARE SKIN INFECTION   00      9                                                                                                     C                          Z2  1      02016100120161001        N,,2025-11-19 23:10:51
G9682002004WITH A SKIN INFECTION; MAY ONLY BE BILLED ONCE PER DAY PER BENEFICIARY,,2025-11-19 23:10:51
G9683001003FACILITY SERVICE(S) FOR THE ONSITE ACUTE CARE TREATMENT OF A NURSING FACILITY   ACUTE FLUID/ELECTRO DISORDER00      9                                                                                                     C                          Z2  1      02016100120190101        N,,2025-11-19 23:10:51
G9683002004RESIDENT WITH FLUID OR ELECTROLYTE DISORDER. (MAY ONLY BE BILLED ONCE PER DAY,,2025-11-19 23:10:51
G9683003004PER BENEFICIARY). THIS SERVICE IS FOR A DEMONSTRATION PROJECT,,2025-11-19 23:10:51
G9684001003THIS CODE IS FOR THE ONSITE ACUTE CARE TREATMENT OF A NURSING FACILITY RESIDENT ACUTE CARE URINARY TRACT INF00      9                                                                                                     C                          Z2  1      02016100120161001        N,,2025-11-19 23:10:51
G9684002004FOR A UTI; MAY ONLY BE BILLED ONCE PER DAY PER BENEFICIARY,,2025-11-19 23:10:51
G9685001003PHYSICIAN SERVICE OR OTHER QUALIFIED HEALTH CARE PROFESSIONAL FOR THE           ACUTE NURSING FACILITY CARE 00      9                                                                                                     C                          Z2  1      02016100120190101        N,,2025-11-19 23:10:51
G9685002004EVALUATION AND MANAGEMENT OF A BENEFICIARY'S ACUTE CHANGE IN CONDITION IN A,,2025-11-19 23:10:51
G9685003004NURSING FACILITY. THIS SERVICE IS FOR A DEMONSTRATION PROJECT,,2025-11-19 23:10:51
"G9686001003ONSITE NURSING FACILITY CONFERENCE, THAT IS SEPARATE AND DISTINCT FROM AN       NURSING FACILITY CONFERENCE 00      9                                                                                                     C                          Z2  1      0201610012019010120181231N",,2025-11-19 23:10:51
"G9686002004EVALUATION AND MANAGEMENT VISIT, INCLUDING QUALIFIED PRACTITIONER AND AT LEAST",,2025-11-19 23:10:51
G9686003004ONE MEMBER OF THE NURSING FACILITY INTERDISCIPLINARY CARE TEAM,,2025-11-19 23:10:51
G9687001003HOSPICE SERVICES PROVIDED TO PATIENT ANY TIME DURING THE MEASUREMENT PERIOD     HOSPICE ANYTIME MSMT PER    00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9688001003PATIENTS USING HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD          PT W/HOSP ANYTIME MSMT PER  00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9689001003PATIENT ADMITTED FOR PERFORMANCE OF ELECTIVE CAROTID INTERVENTION               INPT ELECT CAROTID INTERVENT00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9690001003PATIENT RECEIVING HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD       PT IN HOS                   00      9                                                                                                     C                          Z2  1      02017010120190101        N,,2025-11-19 23:10:51
G9691001003PATIENT HAD HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD             PT HOSP DUR MSMT PERIOD     00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9692001003HOSPICE SERVICES RECEIVED BY PATIENT ANY TIME DURING THE MEASUREMENT PERIOD     HOSP RECD BY PT DUR MSMT PER00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9693001003PATIENT USE OF HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD          PT USE HOSP DURING MSMT PER 00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9694001003HOSPICE SERVICES UTILIZED BY PATIENT ANY TIME DURING THE MEASUREMENT PERIOD     HOSP SRV USED PT IN MSMT PER00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9695001003LONG-ACTING INHALED BRONCHODILATOR PRESCRIBED                                   LONG ACT INHAL BRONCHDIL PRE00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9696001003DOCUMENTATION OF MEDICAL REASON(S) FOR NOT PRESCRIBING A LONG-ACTING INHALED    MED RSN NO PRESC BRONCHDIL  00      9                                                                                                     C                          Z2  1      02017010120240101        N,,2025-11-19 23:10:51
"G9696002004BRONCHODILATOR (E.G., PATIENT INTOLERANCE OR HISTORY OF SIDE EFFECTS)",,2025-11-19 23:10:51
G9697001003DOCUMENTATION OF PATIENT REASON(S) FOR NOT PRESCRIBING A LONG-ACTING INHALED    PT RSN NO PRESC BRONCHDIL   00      9                                                                                                     C                          Z2  1      0201701012024010120231231N,,2025-11-19 23:10:51
G9697002004BRONCHODILATOR,,2025-11-19 23:10:51
G9698001003DOCUMENTATION OF SYSTEM REASON(S) FOR NOT PRESCRIBING A LONG-ACTING INHALED     SYS RSN NO PRESC BRONCHDIL  00      9                                                                                                     C                          Z2  1      02017010120240101        N,,2025-11-19 23:10:51
"G9698002004BRONCHODILATOR (E.G., COST OF TREATMENT OR LACK OF INSURANCE)",,2025-11-19 23:10:51
"G9699001003LONG-ACTING INHALED BRONCHODILATOR NOT PRESCRIBED, REASON NOT OTHERWISE         LONG INHAL BRONCHDIL NO PRES00      9                                                                                                     C                          Z2  1      02017010120170101        N",,2025-11-19 23:10:51
G9699002004SPECIFIED,,2025-11-19 23:10:51
G9700001003PATIENTS WHO USE HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD        PT IS W/HOSP DURING MSMT PER00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9701001003CHILDREN WHO ARE TAKING ANTIBIOTICS IN THE 30 DAYS PRIOR TO THE DATE OF THE     CHILD ANBX 30 PRIOR DX ESTAB00      9                                                                                                     C                          Z2  1      0201701012021010120201231N,,2025-11-19 23:10:51
G9701002004ENCOUNTER DURING WHICH THE DIAGNOSIS WAS ESTABLISHED,,2025-11-19 23:10:51
G9702001003PATIENTS WHO USE HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD        PT USE HOSP DURING MSMT PER 00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9703001003EPISODES WHERE THE PATIENT IS TAKING ANTIBIOTICS (TABLE 1) IN THE 30 DAYS PRIOR ANBX 30 PRIOR TO EPISODE    00      9                                                                                                     C                          Z2  1      02017010120240101        N,,2025-11-19 23:10:51
G9703002004TO THE EPISODE DATE,,2025-11-19 23:10:51
G9704001003AJCC BREAST CANCER STAGE I: T1 MIC OR T1A DOCUMENTED                            AJCC BR CA STG I: T1 MIC/T1A00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9705001003AJCC BREAST CANCER STAGE I: T1B (TUMOR > 0.5 CM BUT <= 1 CM IN GREATEST         AJCC BR CA STG IB           00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9705002004DIMENSION) DOCUMENTED,,2025-11-19 23:10:51
"G9706001003LOW (OR VERY LOW) RISK OF RECURRENCE, PROSTATE CANCER                           LOW RECUR PROST CA          00      9                                                                                                     C                          Z2  1      02017010120170101        N",,2025-11-19 23:10:51
G9707001003PATIENT RECEIVED HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD        PT HAD HOSP DUR MSMT PER    00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9708001003WOMEN WHO HAD A BILATERAL MASTECTOMY OR WHO HAVE A HISTORY OF A BILATERAL       BILAT MAST/HX BI /UNILAT MAS00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9708002004MASTECTOMY OR FOR WHOM THERE IS EVIDENCE OF A RIGHT AND A LEFT UNILATERAL,,2025-11-19 23:10:51
G9708003004MASTECTOMY,,2025-11-19 23:10:51
G9709001003HOSPICE SERVICES USED BY PATIENT ANY TIME DURING THE MEASUREMENT PERIOD         HOSP SRV USED PT IN MSMT PER00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9710001003PATIENT WAS PROVIDED HOSPICE SERVICES ANY TIME DURING THE MEASUREMENT PERIOD    PT PROV HOSP SRV MSMT PER   00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9711001003PATIENTS WITH A DIAGNOSIS OR PAST HISTORY OF TOTAL COLECTOMY OR COLORECTAL      PT HX TOT COL OR COLON CA   00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
G9711002004CANCER,,2025-11-19 23:10:51
G9712001003DOCUMENTATION OF MEDICAL REASON(S) FOR PRESCRIBING OR DISPENSING ANTIBIOTIC     DOC MED RSN PRESC ANBX      00      9                                                                                                     C                          Z2  1      02017010120170101        N,,2025-11-19 23:10:51
"G9712002004(E.G., INTESTINAL   INFECTION, PERTUSSIS, BACTERIAL INFECTION, LYME DISEASE,",,2025-11-19 23:10:51
"G9712003004OTITIS MEDIA, ACUTE SINUSITIS, ACUTE PHARYNGITIS, ACUTE TONSILLITIS, CHRONIC",,2025-11-19 23:10:51
"G9712004004SINUSITIS, INFECTION OF THE PHARYNX/LARYNX/TONSILS/ADENOIDS, PROSTATITIS,",,2025-11-19 23:10:51
"G9712005004CELLULITIS/ MASTOIDITIS/BONE INFECTIONS, ACUTE LYMPHADENITIS, IMPETIGO, SKIN",,2025-11-19 23:10:51
"G9712006004STAPH INFECTIONS, PNEUMONIA, GONOCOCCAL INFECTIONS/VENEREAL DISEASE (SYPHILIS,",,2025-11-19 23:10:51
"G9712007004CHLAMYDIA, INFLAMMATORY DISEASES [FEMALE REPRODUCTIVE ORGANS]), INFECTIONS OF",,2025-11-19 23:10:51
"G9712008004THE KIDNEY, CYSTITIS/UTI, ACNE, HIV DISEASE/ASYMPTOMATIC HIV, CYSTIC FIBROSIS,",,2025-11-19 23:10:51
